id,create_date,write_uid,create_uid,message_last_post,ref,write_date,product_id,name,product_uom_id,life_date,removal_date,alert_date,use_date,origin,variety,brand
3733,3/5/20 16:18,9,9,,,2/1/21 19:45,273,9/9/20 L.02,31,9/1/2020 16:18,9/10/20 3:00,,,,,
1678,4/25/19 15:06,9,9,,,12/16/20 13:10,265,20/10/19 L.01,31,10/22/2019 15:06,10/20/19 15:06,,,,,
1809,5/16/19 14:50,9,9,,,12/16/20 13:10,265,20/10/19 L.03,31,11/12/2019 14:50,10/22/19 14:50,,,,,
1917,5/31/19 13:22,9,9,,,12/16/20 13:10,265,20/11/19 L.02,31,11/27/2019 13:22,11/21/19 13:22,,,,,
4449,7/14/20 17:28,9,9,,,12/16/20 13:24,261,1/1/21 L.01,31,,1/1/21 3:00,,,,,
2829,10/11/19 18:39,9,9,,,12/23/20 14:44,2911,4/4/20 L.04,3,,4/7/20 18:39,,,,,
4446,7/14/20 17:22,9,9,,,2/1/21 19:45,273,1/1/21 L.01,31,,1/1/21 3:00,,,,,
2560,9/12/19 17:11,9,9,,,3/5/21 13:18,213,E 15/3/20,25,3/10/2020 17:11,3/15/20 17:11,,,,,
5335,10/27/20 17:46,9,9,,,2/12/21 12:42,3382,G 8/8/21,1,,8/8/21 3:00,,,,,
6032,2/9/21 19:26,1,9,,,2/10/21 17:20,2927,4/8/21 LOTE: 036,25,,8/4/21 3:00,,,,,
3378,1/8/20 15:15,9,9,,,3/5/21 13:20,222,P 20/6/20,22,7/6/2020 15:15,6/20/20 3:00,,,,,
2410,8/26/19 14:55,9,8,,,2/23/21 14:42,432,15-08-20,3,,8/15/20 14:54,,,,,
2243,7/25/19 19:42,9,9,,Para pruebas Zafranito del 23/7/19.,3/2/21 18:50,433,24/7/20,3,,7/23/20 19:41,,,,,
6132,2/19/21 18:17,1,9,,,2/24/21 13:41,265,8/8/21 L.03,31,,8/8/21 3:00,,,,,
4975,9/14/20 15:32,9,9,,,3/2/21 19:28,3198,12/3/21 LOTE: 257,26,,3/12/21 15:32,,,,,
2710,9/30/19 17:44,8,9,,Lote: 18000029.,3/8/21 13:55,428,24/3/20,3,,3/24/20 17:44,,,,,
2499,9/6/19 19:23,9,9,,,3/5/20 14:55,209,X 5/3/20,22,3/4/2020 19:23,3/5/20 19:23,,,,,
2558,9/12/19 17:10,9,9,,,6/29/20 11:58,225,E 15/3/20,25,3/10/2020 17:09,3/15/20 17:09,,,,,
2216,7/23/19 12:57,9,9,,Lote 190610I2. Elaboración: 10/6/19.,11/9/20 12:06,426,8/6/2021,11,,6/8/21 12:53,,,,,
2404,8/26/19 13:03,9,9,,,2/20/20 12:51,230,A 30/2/20,22,2/22/2020 13:03,2/29/20 13:03,,,,,
2454,9/3/19 15:38,9,9,,,2/20/20 12:51,230,B 15/3/20,22,3/1/2020 15:38,3/15/20 15:38,,,,,
2544,9/12/19 14:52,9,9,,,2/20/20 12:51,230,M 6/3/20,22,3/10/2020 14:52,3/6/20 14:52,,,,,
3904,3/20/20 13:06,9,9,,,11/17/20 19:04,2934,16/9/20,26,,9/16/20 3:00,,,,,
3737,3/5/20 17:57,9,9,,,10/15/20 20:55,3190,5/3/2021,3,,3/5/21 3:00,,,,,
1849,5/22/19 15:10,9,9,,,7/17/20 1:29,274,20/11/19 L.01,29,11/18/2019 15:10,11/20/19 15:10,,,,,
2326,8/7/19 14:31,8,8,,Lote: 9073L. Elaboración: 3/2019.,3/5/20 17:31,444,30/9/20,3,,9/30/20 3:00,,,,,
1764,5/13/19 14:09,9,8,,1809,6/9/20 13:59,456,12/9/2019,3,,9/12/19 3:00,,,,,
1774,5/13/19 14:58,9,9,,,6/9/20 13:59,456,12/9/2019,3,,9/12/19 14:57,,,,,
1860,5/23/19 19:06,9,8,,1812,6/9/20 13:59,456,5/12/2019,3,,12/5/19 3:00,,,,,
1165,1/14/19 15:31,9,9,,,7/15/20 17:52,217,A 15/7/19,22,7/13/2019 15:31,7/15/19 15:31,,,,,
2591,9/19/19 13:36,9,9,,,2/17/20 13:01,221,E 15/3/20,25,3/17/2020 13:36,3/15/20 13:36,,,,,
3734,3/5/20 16:19,9,9,,,7/17/20 1:29,274,9/9/20 L.02,29,9/1/2020 16:19,9/10/20 3:00,,,,,
3379,1/9/20 13:43,9,9,,,2/17/20 13:01,221,F 27/6/20,25,7/7/2020 13:43,6/27/20 3:00,,,,,
1902,5/30/19 18:15,9,8,,1903,6/9/20 13:59,456,28/02/20,3,,2/28/20 3:00,,,,,
3958,3/30/20 20:56,9,9,,,11/11/20 10:32,3114,G 20/8/20,46,9/26/2020 20:55,8/20/20 3:00,,,,,
2508,9/9/19 13:13,9,8,,lote 1903,6/9/20 13:59,456,30/03/20,3,,3/30/20 3:00,,,,,
402,8/24/18 14:44,9,9,,,12/23/20 14:50,266,15/2/19 L.03,29,,2/15/19 14:45,,,,,
457,9/10/18 19:44,9,9,,,12/23/20 14:50,266,5/3/19 L.01,29,3/9/2019 19:43,3/5/19 19:43,,,,,
461,9/10/18 19:58,9,9,,,12/23/20 14:50,266,5/3/19 L.02,29,3/9/2019 19:58,3/5/19 19:57,,,,,
526,9/17/18 14:57,9,9,,,12/23/20 14:50,266,5/3/19 L.03,29,3/16/2019 14:57,3/5/19 14:56,,,,,
1312,2/12/19 16:07,9,9,,,7/15/20 17:52,217,B 15/8/19,22,8/11/2019 16:07,8/15/19 16:07,,,,,
1383,3/1/19 12:48,9,9,,,7/15/20 17:52,217,B 30/8/19,22,8/28/2019 12:48,8/30/19 12:48,,,,,
2157,7/11/19 17:25,9,9,,,11/17/20 15:39,262,1/1/20 L.02,29,1/7/2020 17:25,1/2/20 17:25,,,,,
3155,12/4/19 20:04,9,9,,,8/19/20 13:34,3115,M 10/5/20,46,6/1/2020 20:04,5/10/20 3:00,,,,,
4374,7/1/20 13:23,1,9,,,8/10/20 14:27,221,G 3/1/21,25,,1/3/21 3:00,,,,,
4972,9/14/20 15:23,9,9,,,10/20/20 11:23,3197,12/3/21 LOTE:257,3,,3/12/21 15:23,,,,,
3978,4/1/20 13:05,9,9,,,10/26/20 15:08,248,23/9/20 Lote:087,26,,9/23/20 3:00,,,,,
2801,10/9/19 18:32,9,9,,,7/15/20 17:52,217,M 1/4/20,22,4/6/2020 18:31,4/1/20 18:31,,,,,
3153,12/4/19 20:00,9,9,,,11/11/20 10:32,3114,G 10/5/20,46,6/1/2020 19:59,5/10/20 3:00,,,,,
2200,7/18/19 15:17,9,9,,,11/17/20 15:39,262,1/1/20 L.03,29,1/14/2020 15:16,1/3/20 15:16,,,,,
683,10/12/18 14:29,9,9,,,3/5/20 14:55,209,E 28/4/19,22,4/10/2019 14:29,4/28/19 14:28,,,,,
4365,6/29/20 11:50,1,9,,,9/4/20 13:02,220,G 3/1/21,1,,1/3/21 3:00,,,,,
1728,5/3/19 15:27,9,9,,,11/17/20 15:39,262,20/10/19 L.01,29,10/30/2019 15:27,10/20/19 15:27,,,,,
2379,8/15/19 12:57,9,9,,,11/17/20 15:39,262,2/2/20 L.03,29,2/11/2020 12:57,2/4/20 12:57,,,,,
713,10/17/18 15:28,9,9,,,3/5/20 14:55,209,B 28/4/19,22,4/15/2019 15:28,4/28/19 15:27,,,,,
831,11/1/18 16:09,9,9,,,3/5/20 14:55,209,R 28/4/19,22,4/30/2019 16:09,4/28/19 16:08,,,,,
2434,8/29/19 13:11,9,9,,,11/17/20 15:39,262,3/3/20 L.01,29,2/25/2020 13:11,3/3/20 13:11,,,,,
1817,5/17/19 15:14,9,9,,,11/17/20 15:39,262,20/10/19 L.03,29,11/13/2019 15:14,10/22/19 15:14,,,,,
408,8/27/18 18:23,9,9,,,9/29/20 17:32,229,A 15/2/19,25,2/23/2019 18:23,2/15/19 18:24,,,,,
2938,10/28/19 16:48,9,9,,,6/9/20 13:59,456,05-982 ORGÁNICAS,3,,7/30/20 16:48,,,,,
1853,5/22/19 15:16,9,9,,,11/17/20 15:39,262,20/11/19 L.01,29,11/18/2019 15:16,11/20/19 15:16,,,,,
3097,11/27/19 17:14,9,9,,,7/15/20 17:52,217,X 17/5/20,22,5/25/2020 17:14,5/17/20 3:00,,,,,
3676,2/26/20 16:08,9,9,,,7/15/20 17:52,217,G 17/8/2020,22,8/24/2020 16:08,8/17/20 3:00,,,,,
3403,1/16/20 12:30,1,8,,,5/8/20 19:32,251,31/5/20 LOTE:648,1,,5/31/20 12:30,,,,,
884,11/15/18 15:00,9,9,,,3/5/20 14:55,209,E 15/5/19,22,5/14/2019 15:00,5/15/19 14:59,,,,,
1701,4/29/19 14:09,8,8,,Lote: 8344L. Elaboración: 12/2018.,2/17/21 14:28,443,30/6/20,3,,6/30/20 3:00,,,,,
849,11/7/18 13:29,9,9,,,3/5/21 13:18,213,R 15/5/19,25,5/6/2019 13:29,5/15/19 13:28,,,,,
3986,4/2/20 17:16,9,9,,,12/16/20 13:10,265,10/10/20 L.01,31,,10/10/20 3:00,,,,,
4219,5/28/20 21:47,9,9,,,12/16/20 13:10,265,11/11/20 L.03,31,,11/13/20 3:00,,,,,
5347,10/28/20 1:42,1,9,,,12/10/20 15:37,3197,25/4/21 Lote: 301,3,,,,,,,
4352,6/25/20 13:28,9,9,,,12/16/20 13:10,265,12/12/20 L.03,31,,12/15/20 3:00,,,,,
4381,7/2/20 17:23,9,9,,,12/16/20 13:10,265,12/12/20 L.04,31,12/29/2020 17:22,12/15/20 3:00,,,,,
4447,7/14/20 17:27,9,9,,,12/16/20 13:10,265,1/1/21 L.0,31,,,,,,,
4573,7/27/20 14:47,9,9,,,12/16/20 13:10,265,1/1/21 L.03,31,,1/1/21 3:00,,,,,
3738,3/6/20 14:02,9,9,,,2/4/21 12:47,212,X 2/9/20,1,,9/2/20 3:00,,,,,
995,12/7/18 13:00,9,9,,,3/5/21 13:18,213,E 30/5/19,25,6/5/2019 12:59,5/30/19 12:58,,,,,
804,10/29/18 18:05,9,9,,,3/1/21 15:22,2912,10/4/19 L.03,3,,4/10/19 18:05,,,,,
1041,12/13/18 12:55,9,9,,,3/5/21 13:18,213,A 15/6/19,25,6/11/2019 12:55,6/15/19 12:54,,,,,
5767,12/23/20 14:49,1,9,,,1/18/21 12:27,269,6/6/21 L.04,31,6/21/2021 14:49,6/9/21 3:00,,,,,
357,8/13/18 15:52,9,9,,,3/5/21 13:20,222,A-15/2/19,22,2/9/2019 15:52,2/15/19 15:51,,,,,
810,10/29/18 18:52,9,9,,,3/1/21 15:22,2912,10/04/19 L.03,3,,4/10/19 18:52,,,,,
6267,3/5/21 18:33,9,9,,,3/5/21 18:33,2949,3/8/21 LOTE: 062,3,,,,,,,
6269,3/5/21 18:35,1,9,,,3/5/21 18:50,3189,30/8/21 LOTE: 058,3,,8/30/21 3:00,,,,,
1247,2/4/19 12:49,9,9,,,3/5/20 14:55,209,R 30/7/19,22,8/3/2019 12:49,7/30/19 12:49,,,,,
2565,9/12/19 17:34,9,9,,,11/17/20 15:39,262,3/3/20 L.03,29,3/10/2020 17:34,3/5/20 17:34,,,,,
67,7/11/18 15:44,9,9,,,12/23/20 14:49,269,20/10/18 L.03,31,,10/20/18 15:45,,,,,
924,11/22/18 16:01,9,9,,,12/23/20 14:49,269,10/4/19 L.04,31,5/21/2019 16:01,4/10/19 16:00,,,,,
913,11/16/18 18:23,9,9,,,9/29/20 17:32,229,E 30/5/19,25,5/15/2019 18:22,5/30/19 18:22,,,,,
3380,1/9/20 14:17,9,8,,lote 519030820004-164,7/22/20 19:41,464,30/7/2020,3,,7/30/20 3:00,,,,,
1381,3/1/19 12:44,9,9,,,3/5/20 14:55,209,B 30/8/19,22,8/28/2019 12:44,8/30/19 12:44,,,,,
3040,11/13/19 20:09,9,9,,,3/5/20 14:55,209,G 2/5/20,22,5/11/2020 20:09,5/2/20 3:00,,,,,
1108,12/26/18 13:13,9,9,,,3/5/21 13:18,213,A 30/6/19,25,6/24/2019 13:13,6/30/19 13:12,,,,,
3154,12/4/19 20:01,9,9,,,8/5/20 15:29,3116,X 10/5/20,46,6/1/2020 20:01,5/10/20 3:00,,,,,
2403,8/26/19 13:01,9,9,,,7/15/20 17:52,217,A 30/2/20,22,2/22/2020 13:01,2/29/20 13:01,,,,,
2555,9/12/19 17:06,9,9,,,7/15/20 17:52,217,E 15/3/20,22,3/10/2020 17:06,3/15/20 17:06,,,,,
4368,6/29/20 14:15,1,8,,,7/16/20 13:07,253,2/12/20 Lote:157,1,,12/2/20 14:15,,,,,
3748,3/6/20 14:42,9,9,,,10/15/20 20:45,2924,28/8/20 Lote:664,25,,8/28/20 3:00,,,,,
1337,2/20/19 13:46,9,9,,,12/23/20 14:49,269,28/7/19 L.04,31,8/19/2019 13:46,7/28/19 13:46,,,,,
1458,3/20/19 17:55,9,9,,,12/23/20 14:49,269,20/8/19 L.03,31,9/16/2019 17:55,8/20/19 17:55,,,,,
1570,4/4/19 17:56,9,9,,,12/23/20 14:49,269,20/9/19 L.02,31,10/1/2019 17:56,9/21/19 17:56,,,,,
4156,5/19/20 15:45,9,9,,,10/15/20 20:50,2927,9/11/20 Lote:670,25,,11/9/20 3:00,,,,,
3334,12/27/19 17:47,1,9,,,4/20/20 13:33,260,6/6/20 L.04,1,6/24/2020 17:46,6/6/20 3:00,,,,,
3002,11/7/19 13:58,1,8,,,1/22/20 19:25,256,17/4/20 LOTE:644,1,,4/17/20 13:58,,,,,
860,11/12/18 12:45,9,9,,,2/20/20 12:51,230,R 15/5/19,22,5/11/2019 12:44,5/15/19 12:44,,,,,
4977,9/14/20 15:37,1,9,,,10/9/20 13:20,3204,12/3/21 LOTE:257,26,,3/12/21 15:37,,,,,
3156,12/5/19 13:26,9,9,,,3/5/21 13:18,213,F 30/5/20,25,6/2/2020 13:25,5/30/20 3:00,,,,,
5351,10/28/20 11:55,1,9,,,11/17/20 18:41,3190,3/10/202,3,,,,,,,
649,10/2/18 21:19,9,9,,,2/27/20 17:40,440,20/1/19,3,,1/20/19 21:19,,,,,
3281,12/18/19 17:55,9,9,,,6/29/20 11:58,225,M 6/6/20,25,6/15/2020 17:54,6/6/20 3:00,,,,,
3033,11/13/19 15:36,9,8,,,9/8/20 17:17,264,5//5/20 L.02,1,5/11/2020 15:36,5/5/20 3:00,,,,,
5349,10/28/20 11:50,9,9,,,10/28/20 11:50,447,3/2/2002,3,,,,,,,
2641,9/20/19 19:55,9,9,,,2/17/20 13:01,221,V 30/3/20,25,3/18/2020 19:55,3/30/20 19:55,,,,,
2955,10/31/19 13:51,9,9,,,11/17/20 19:04,2934,27/4/20 LOTE:645,26,4/28/2020 13:51,4/27/20 13:51,,,,,
1610,4/11/19 15:01,9,9,,,12/23/20 14:49,269,20/9/19 L.03,31,10/8/2019 15:01,9/22/19 15:01,,,,,
3278,12/18/19 16:07,1,8,,lote 1911 D 09:06 elab 11/2019,4/1/20 12:53,436,19/11/20,3,,11/19/20 3:00,,,,,
1722,5/3/19 12:43,9,9,,,2/27/20 17:40,440,31/10/19,3,,10/31/19 12:42,,,,,
968,12/3/18 14:27,9,9,,,2/20/20 12:51,230,E 30/5/19 ,22,6/1/2019 14:27,5/30/19 14:26,,,,,
3037,11/13/19 17:59,6,9,,,2/17/20 18:29,268,4/4/20 L.04,1,5/11/2020 17:58,4/7/20 17:58,,,,,
3493,1/30/20 14:23,1,8,,lote 1906,3/5/20 16:11,466,31-12-20,3,,12/31/20 3:00,,,,,
3279,12/18/19 17:43,9,9,,,3/5/21 13:18,213,G 6/6/20,25,6/15/2020 17:43,6/6/20 3:00,,,,,
3496,1/30/20 17:43,9,9,,,2/27/20 17:39,438,W4 21/5/ 21,3,,5/21/21 3:00,,,,,
1003,12/10/18 13:05,9,9,,,2/20/20 12:51,230,A 15/6/19,22,6/8/2019 13:05,6/15/19 13:04,,,,,
3979,4/1/20 13:07,9,9,,,11/17/20 19:17,3205,23/9/20,25,,9/23/20 3:00,,,,,
2460,9/4/19 12:43,8,8,,,3/4/20 18:42,216,B 15/3/20,20,,3/15/20 18:43,,,,,
2882,10/21/19 15:25,1,9,,,3/9/20 18:48,440,31/1/21,3,,1/31/21 15:25,,,,,
4973,9/14/20 15:24,9,9,,,3/2/21 19:15,2946,12/3/21 LOTE: 257,3,,3/12/21 15:24,,,,,
3980,4/1/20 13:09,9,9,,,11/17/20 19:18,3212,23/9/20,25,,9/23/20 3:00,,,,,
117,7/11/18 17:35,9,9,,,9/29/20 17:32,229,E-12/18 ,25,,12/31/18 17:35,,,,,
123,7/11/18 17:49,9,9,,,9/29/20 17:32,229,W-11/18,25,,11/30/18 17:49,,,,,
177,7/11/18 20:42,9,9,,,9/29/20 17:32,229,18-Dec,25,1/7/2019 20:42,12/31/18 20:42,,,,,
1141,1/8/19 20:13,9,9,,,2/4/21 12:47,212,A 28/3/19,1,7/7/2019 20:13,3/28/19 20:13,,,,,
2935,10/28/19 16:22,9,9,,,12/1/20 10:38,2948,27/4/20,3,,4/27/20 16:21,,,,,
5355,10/28/20 12:24,9,9,,,2/1/21 19:45,273,4/4/21 L.05,31,,4/8/21 3:00,,,,,
3234,12/13/19 14:58,9,9,,,12/16/20 13:10,265,6/6/20 L.04,31,6/10/2020 14:57,6/9/20 3:00,,,,,
4448,7/14/20 17:27,9,9,,,12/16/20 13:10,265,1/1/21 L.01,31,,1/1/21 3:00,,,,,
4833,8/26/20 18:12,9,9,,,12/16/20 13:10,265,2/2/21 L.03,31,,2/4/21 3:00,,,,,
4951,9/9/20 11:05,9,9,,,12/16/20 13:10,265,3/3/21 L.01,31,,3/3/21 3:00,,,,,
623,10/1/18 15:35,9,9,,,2/1/21 19:05,2947,30/3/19,3,,3/30/19 15:34,,,,,
5348,10/28/20 1:44,9,9,,,3/2/21 19:28,3198,25/4/21 Lote:301,26,,4/26/21 1:44,,,,,
497,9/11/18 0:31,9,9,,,3/5/21 13:20,222,B 28/2/19,22,3/10/2019 0:31,3/1/19 0:30,,,,,
3694,2/28/20 12:57,9,9,,,12/23/20 14:43,2910,9/9/20 L.01,3,,9/9/20 3:00,,,,,
4090,5/7/20 15:15,9,9,,,12/23/20 14:43,2910,10/10/20 L.04,3,,10/13/20 3:00,,,,,
5779,1/4/21 14:42,1,9,,,2/26/21 13:23,209,G 2/10/21,22,,10/2/21 3:00,,,,,
1969,6/6/19 18:49,9,9,,,3/5/21 13:20,222,R 15/12/19,22,12/3/2019 18:49,12/15/19 18:49,,,,,
1198,1/28/19 16:17,9,9,,,2/4/21 12:47,212,R 15/7/19,1,7/27/2019 16:17,7/15/19 16:16,,,,,
1231,1/30/19 14:38,9,9,,,2/4/21 12:47,212,R 30/7/19,1,7/29/2019 14:38,7/30/19 14:38,,,,,
439,9/10/18 17:41,9,9,,,3/5/21 18:37,249,5/3/19 LOTE:249,26,3/9/2019 17:40,3/5/19 17:40,,,,,
582,9/21/18 18:22,9,9,,,3/5/21 18:37,249,20/3/19 LOTE:264,26,3/20/2019 18:22,3/20/19 18:22,,,,,
4979,9/14/20 15:41,9,9,,,3/5/21 18:37,249,12/3/21 LOTE:257,26,,3/12/21 15:41,,,,,
2047,6/21/19 17:16,9,9,,,12/23/20 14:49,269,10/12/19 L.02,31,12/18/2019 17:16,12/11/19 17:16,,,,,
3269,12/17/19 19:08,9,9,,,10/15/20 20:45,2924,6/6/20 Lote:649,25,6/14/2020 19:08,6/6/20 3:00,,,,,
1317,2/13/19 15:48,9,9,,,9/3/20 20:21,270,28/7/19 L.03,29,8/12/2019 15:47,7/28/19 15:47,,,,,
113,7/11/18 17:25,9,9,,,10/15/20 20:48,2926,30/12/18,25,,12/30/18 17:25,,,,,
207,7/23/18 14:57,9,9,,,10/15/20 20:48,2926,16/1/19 LOTE:603,25,1/19/2019 14:57,1/16/19 14:57,,,,,
345,8/10/18 13:53,9,9,,,10/15/20 20:48,2926,29/1/19 LOTE:604,25,2/6/2019 13:53,1/29/19 13:52,,,,,
395,8/24/18 13:21,9,9,,,10/15/20 20:48,2926,13/2/19 LOTE:605,25,2/20/2019 13:21,2/13/19 13:21,,,,,
4452,7/14/20 17:34,1,9,,,7/17/20 17:31,274,1/1/21 L.01,29,,1/1/21 3:00,,,,,
1338,2/20/19 13:47,9,9,,,9/3/20 20:21,270,28/7/19 L.04,29,8/19/2019 13:47,7/28/19 13:47,,,,,
695,10/12/18 15:24,9,9,,,10/15/20 20:48,2926,7/4/19 LOTE:610,25,4/10/2019 15:24,4/7/19 15:23,,,,,
907,11/15/18 19:05,9,9,,,10/15/20 20:48,2926,14/5/19 LOTE:613,25,5/14/2019 19:05,5/14/19 19:05,,,,,
4146,5/19/20 14:58,9,9,,,11/17/20 19:18,3212,9/11/2020,25,,,,,,,
3960,4/1/20 12:29,9,9,,,10/20/20 11:23,3197,23/9/20,3,,9/23/20 3:00,,,,,
3137,12/3/19 14:00,8,8,,lote 31-19 elab julio-19,2/20/20 18:39,463,30/07/20,3,,7/30/20 3:00,,,,,
3268,12/17/19 18:57,9,9,,,10/26/20 15:08,248,6/6/20 Lote:343,26,6/14/2020 18:57,6/6/20 3:00,,,,,
4144,5/19/20 14:53,9,9,,,10/2/20 11:13,2949,9/11/,3,,,,,,,
3089,11/22/19 17:54,8,8,,LOTE 18052019,2/21/20 18:00,455,30/05/2020,3,,5/30/20 3:00,,,,,
2868,10/17/19 17:08,9,9,,,12/23/20 14:50,266,4/4/20 L.04,29,4/14/2020 17:08,4/7/20 17:08,,,,,
3052,11/14/19 15:35,9,9,,,12/23/20 14:50,266,5/5/20 L.04,29,5/12/2020 15:35,5/5/20 15:35,,,,,
832,11/1/18 16:10,9,9,,,2/17/20 13:01,221,R 28/4/19,25,4/30/2019 16:10,4/28/19 16:09,,,,,
2509,9/9/19 13:17,8,8,,lote FH2019010-1,2/13/20 18:59,468,25/02/2020,3,,2/25/20 3:00,,,,,
1175,1/17/19 18:34,9,9,,,2/17/20 13:01,221,R 15/7/19,25,7/16/2019 18:34,7/15/19 18:34,,,,,
3010,11/7/19 19:11,9,9,,,2/27/20 17:40,440,30/5/20,3,,5/30/20 3:00,,,,,
3129,12/2/19 19:15,9,8,,,2/14/20 17:23,223,X 2/5/20,20,5/30/2020 19:15,5/2/20 3:00,,,,,
3490,1/30/20 14:20,8,8,,lote 1907 ,3/5/20 17:44,441,30-01-21,3,,1/30/21 3:00,,,,,
3267,12/17/19 18:54,9,9,,,11/17/20 19:04,2934,6/6/20 Lote:343,26,6/14/2020 18:53,6/6/20 3:00,,,,,
5781,1/4/21 17:58,1,9,,,3/4/21 17:39,430,30/6/21,3,,6/30/21 3:00,,,,,
219,7/23/18 17:53,9,9,,,9/29/20 17:32,229,E-1/19,25,1/19/2019 17:53,1/31/19 17:53,,,,,
3594,2/17/20 12:21,9,9,,,11/9/20 12:06,426,3/1/2022,11,,1/3/22 3:00,,,,,
3497,1/30/20 17:45,9,9,,,2/27/20 17:40,440,30/01/2021,3,,1/30/21 3:00,,,,,
2976,11/4/19 19:16,1,8,,,1/21/20 19:21,251,27/4/20 LOTE:645,1,5/2/2020 19:16,4/27/20 3:00,,,,,
3534,2/6/20 14:20,9,9,,,12/23/20 14:50,266,30/7/20 L.01,29,8/4/2020 14:20,7/30/20 3:00,,,,,
4336,6/24/20 18:23,1,9,,,7/24/20 14:30,3353,17/12/20,54,,12/17/20 3:00,,,,,
3752,3/6/20 16:42,9,9,,,11/17/20 15:39,262,9/9/20 L.02,29,,9/10/20 3:00,,,,,
2838,10/15/19 14:04,9,8,,,12/27/19 19:58,253,5/4/20 LOTE:281,1,,4/5/20 14:04,,,,,
2988,11/5/19 17:32,1,8,,Lote: BL 400434. Fecha de producción: 9/2019.,3/19/20 21:47,451,30/9/20,3,,9/30/20 17:31,,,,,
136,7/11/18 18:16,9,9,,,2/20/20 12:51,230,E-11/18,22,,11/30/18 18:16,,,,,
280,7/31/18 17:40,9,9,,,9/29/20 17:32,229,R-1/19,25,1/27/2019 17:40,1/31/19 17:39,,,,,
3964,4/1/20 12:49,9,9,,,11/4/20 15:46,3189,23/9/20,3,,9/23/20 3:00,,,,,
2979,11/4/19 19:25,8,8,,,1/28/20 13:04,263,3/3/20 L.04,1,5/2/2020 19:25,3/3/20 3:00,,,,,
5350,10/28/20 11:50,1,9,,,11/17/20 18:42,447,3/2/2021,3,,2/3/21 3:00,,,,,
3754,3/6/20 19:24,1,9,,,4/30/20 11:55,422,1/3/2021,3,,3/1/21 3:00,,,,,
2867,10/17/19 17:08,9,8,,lote 1903,6/9/20 13:59,456,30/03-20,3,,3/30/20 3:00,,,,,
3286,12/19/19 13:24,9,9,,,3/5/21 13:18,213,F 13/6/20,25,6/16/2020 13:23,6/13/20 3:00,,,,,
305,8/1/18 19:01,9,9,,,9/29/20 17:32,229,E 1-19,25,1/28/2019 19:01,1/31/19 19:01,,,,,
886,11/15/18 15:07,9,9,,,2/17/20 13:01,221,E 15/5/19,25,5/14/2019 15:06,5/15/19 15:06,,,,,
2312,8/5/19 12:56,9,9,,Lote 03062019. Elaboración: 3/6/19.,7/22/20 19:42,467,3/6/2020,3,,6/3/20 12:54,,,,,
1024,12/11/18 15:01,9,9,,,10/15/20 20:45,2924,7/6/19 LOTE:615,25,6/9/2019 15:01,6/7/19 15:00,,,,,
1121,12/28/18 20:21,9,9,,,10/15/20 20:45,2924,15/6/19 LOTE:616,25,6/26/2019 20:20,6/15/19 20:20,,,,,
1250,2/4/19 13:33,9,9,,,10/15/20 20:45,2924,28/7/19 LOTE:617,25,8/3/2019 13:33,7/28/19 13:33,,,,,
137,7/11/18 18:17,9,9,,,2/20/20 12:51,230,M-11/18,22,,11/30/18 18:17,,,,,
690,10/12/18 15:17,9,9,,,2/1/21 19:05,2947,7/4/2019,3,,4/7/19 15:16,,,,,
1066,12/17/18 13:50,8,9,,,3/9/21 13:31,461,31/07/20,3,,7/31/20 13:48,,,,,
3721,3/3/20 17:43,9,9,,,3/5/21 13:18,213,X 18/8/20,25,8/30/2020 17:43,8/18/20 3:00,,,,,
5358,10/28/20 12:28,1,9,,,12/9/20 19:55,274,4/4/21 L.05,29,,4/8/21 3:00,,,,,
2959,10/31/19 14:05,9,9,,,12/23/20 14:44,2911,5/5/20 L.02,3,,5/6/20 4:03,,,,,
5525,11/17/20 18:22,1,9,,,12/15/20 16:03,228,G 28/8/21,1,,8/28/21 3:00,,,,,
2960,10/31/19 14:07,9,9,,,12/16/20 13:10,265,5/5/20 L.02,31,4/28/2020 14:06,5/6/20 14:06,,,,,
3751,3/6/20 16:40,9,9,,,12/16/20 13:10,265,9/9/20 L.02,31,,9/10/20 3:00,,,,,
1829,5/21/19 13:11,9,9,,,3/5/21 18:37,249,16/11/19 LOTE:140,26,11/17/2019 13:10,11/16/19 13:10,,,,,
3750,3/6/20 16:38,9,9,,,12/23/20 14:44,2911,9/9/20 L.02,3,,9/10/20 3:00,,,,,
1867,5/27/19 13:15,9,9,,,3/5/21 18:37,249,22/11/19 LOTE:146,26,11/23/2019 13:15,11/22/19 13:15,,,,,
5353,10/28/20 12:22,9,9,,,12/23/20 14:44,2911,4/4/21 L.05,3,,4/8/21 3:00,,,,,
5593,11/24/20 16:42,9,9,,,12/23/20 14:44,2911,5/5/21 L.04,3,,5/8/21 3:00,,,,,
3232,12/13/19 14:42,9,9,,,1/5/21 13:52,2913,6/6/20 L.04,3,,6/9/20 3:00,,,,,
5595,11/24/20 16:45,1,9,,,1/7/21 12:55,265,5/5/21 L.04,31,5/23/2021 16:45,5/8/21 3:00,,,,,
5354,10/28/20 12:23,9,9,,,1/5/21 13:52,2913,4/4/21 L.05,3,,4/8/21 3:00,,,,,
5780,1/4/21 14:43,1,9,,,2/12/21 13:38,3381,G 2/10/21,25,,10/2/21 3:00,,,,,
